"","X1","date","Variable","mean_daily","sd_daily","station"
"50",197,2007-05-02,"DO_mgl",9.56770833333333,0.0770606773039318,"grbgbwq"
"51",201,2007-05-02,"SpCond",21.9895833333333,1.90617125482159,"grbgbwq"
"52",205,2007-05-03,"DO_Pct",95.4770833333333,1.70263310285417,"grbgbwq"
"53",209,2007-05-03,"Temp",11.340625,0.744592837230974,"grbgbwq"
"54",213,2007-05-05,"pH",7.62291666666667,0.0809956494818953,"grbgbwq"
"55",217,2007-05-07,"pH",7.68125,0.0617765851026819,"grbgbwq"
"56",221,2007-05-09,"pH",7.69166666666667,0.0589351581905338,"grbgbwq"
"57",225,2007-05-11,"pH",7.678125,0.0413465943720567,"grbgbwq"
"58",229,2007-05-13,"pH",7.7,0.0629255295796173,"grbgbwq"
"59",233,2007-05-15,"pH",7.74895833333333,0.0692252955149307,"grbgbwq"
"60",237,2007-05-17,"pH",7.81914893617021,0.148260079946756,"grbgbwq"
"61",241,2007-05-19,"pH",7.796875,0.102540189165071,"grbgbwq"
"62",245,2007-05-21,"pH",7.76145833333333,0.0882491268530065,"grbgbwq"
"63",249,2007-05-23,"pH",7.746875,0.0594394744543772,"grbgbwq"
"64",253,2007-05-25,"pH",7.76666666666667,0.06872961446482,"grbgbwq"
"65",257,2007-05-27,"pH",7.86875,0.0881814534912199,"grbgbwq"
"66",261,2007-05-29,"pH",7.90416666666667,0.0877124655287905,"grbgbwq"
"67",265,2007-05-31,"pH",7.99479166666667,0.0741316092871015,"grbgbwq"
"68",269,2007-06-02,"pH",7.98854166666667,0.0627095423645478,"grbgbwq"
"69",273,2007-06-04,"pH",7.86875,0.0506551027381184,"grbgbwq"
"70",277,2007-06-06,"pH",7.75416666666667,0.0705993014824051,"grbgbwq"
"71",281,2007-06-07,"Turb",4.82291666666667,1.53454380980873,"grbgbwq"
"72",285,2007-06-09,"Turb",3.13541666666667,1.05709164406345,"grbgbwq"
"73",289,2007-06-12,"pH",7.70208333333333,0.0924126959428826,"grbgbwq"
"74",293,2007-06-16,"pH",7.86666666666667,0.0606774591030297,"grbgbwq"
"75",297,2007-06-20,"pH",8.00625,0.047469334048672,"grbgbwq"
"76",301,2007-06-23,"pH",8.05208333333333,0.0499647113069858,"grbgbwq"
"77",305,2007-06-25,"pH",8.0875,0.0388704064663633,"grbgbwq"
"78",309,2007-06-29,"pH",8.00625,0.0516733976000958,"grbgbwq"
"79",313,2007-07-03,"pH",8.046875,0.0558233712606052,"grbgbwq"
"80",317,2007-07-07,"pH",8.00416666666667,0.0199858845227943,"grbgbwq"
"81",321,2007-07-11,"pH",7.62708333333333,0.0489108555421204,"grbgbwq"
"82",325,2007-07-15,"pH",7.68020833333333,0.0398493853865323,"grbgbwq"
"83",329,2007-07-19,"pH",7.61666666666667,0.0424987469567103,"grbgbwq"
"84",333,2007-07-23,"pH",7.7,0,"grbgbwq"
"85",337,2007-07-27,"pH",7.77395833333333,0.0563651705767035,"grbgbwq"
"86",341,2007-07-31,"pH",7.68854166666667,0.053763192262812,"grbgbwq"
"87",345,2007-08-04,"pH",7.68020833333333,0.0512833245506504,"grbgbwq"
"88",349,2007-08-08,"pH",7.60208333333333,0.0287969268835704,"grbgbwq"
"89",353,2007-08-12,"pH",7.665625,0.0517048961690684,"grbgbwq"
"90",357,2007-08-16,"pH",7.79166666666667,0.148394936577297,"grbgbwq"
"91",361,2007-08-20,"pH",7.96666666666667,0.0533680555592335,"grbgbwq"
"92",365,2007-08-24,"pH",7.953125,0.0499103722900319,"grbgbwq"
"93",369,2007-08-28,"pH",7.90729166666667,0.0462063479714413,"grbgbwq"
"94",373,2007-09-01,"pH",7.85416666666667,0.0498341981246256,"grbgbwq"
"95",377,2007-09-05,"pH",7.86354166666667,0.0502571267666493,"grbgbwq"
"96",381,2007-09-09,"pH",7.80729166666667,0.0388564418866183,"grbgbwq"
"97",385,2007-09-13,"pH",7.74375,0.06425689243446,"grbgbwq"
"98",389,2007-09-17,"pH",7.81666666666667,0.037273866828883,"grbgbwq"
"99",393,2007-09-21,"pH",8.13020833333333,0.048139148502881,"grbgbwq"
"100",397,2007-09-25,"pH",8.14791666666667,0.0558719598077625,"grbgbwq"
"101",401,2007-09-29,"pH",8.05625,0.0496159132464676,"grbgbwq"
"102",405,2007-10-03,"pH",8.08333333333333,0.0399717690455886,"grbgbwq"
"103",409,2007-10-07,"pH",8.10625,0.0316690802121699,"grbgbwq"
"104",413,2007-10-11,"pH",7.99895833333333,0.0101545636713808,"grbgbwq"
"105",417,2007-10-15,"pH",8.03020833333333,0.0459235935693825,"grbgbwq"
"106",421,2007-10-19,"pH",8.11041666666667,0.033791489406692,"grbgbwq"
"107",425,2007-10-23,"pH",8.08229166666667,0.0595124735294199,"grbgbwq"
"108",429,2007-10-27,"pH",8.16666666666667,0.0493086910154817,"grbgbwq"
"109",433,2007-10-31,"pH",8.1875,0.0330772754976451,"grbgbwq"
"110",437,2007-11-04,"pH",8.11875,0.0416213255961764,"grbgbwq"
"111",441,2007-11-08,"pH",8.08854166666667,0.0318570289257915,"grbgbwq"
"112",445,2007-11-12,"pH",8.12604166666667,0.0438933414153139,"grbgbwq"
"113",449,2007-11-16,"pH",8.08125,0.564178215481181,"grbgbwq"
"114",453,2007-11-20,"pH",8.15625,0.0496159132464676,"grbgbwq"
"115",457,2007-11-24,"pH",8.10833333333333,0.160537466973909,"grbgbwq"
"116",461,2007-11-28,"pH",8.12210526315789,0.0415024126044175,"grbgbwq"
"117",465,2007-12-02,"pH",7.85416666666667,0.0538539659378734,"grbgbwq"
"118",469,2008-04-08,"Depth",1.26293296089385,0.705842803122664,"grbgbwq"
"119",473,2008-04-08,"Sal",0.905336426914153,1.39871845515324,"grbgbwq"
"120",477,2008-04-09,"Depth",1.746875,0.799543208255056,"grbgbwq"
"121",481,2008-04-09,"Sal",3.69375,3.68847835354463,"grbgbwq"
"122",485,2008-04-10,"Depth",1.7003125,0.777704872246998,"grbgbwq"
"123",489,2008-04-10,"Sal",4.75208333333333,4.02782632121671,"grbgbwq"
"124",493,2008-04-11,"Depth",1.521,0.990138584129256,"grbgbwq"
"125",497,2008-04-11,"Sal",7.09479166666667,4.93616730855572,"grbgbwq"
"126",501,2008-05-07,"DO_mgl",9.54166666666667,0.195138125971435,"grbgbwq"
"127",505,2008-05-07,"SpCond",22.5141666666667,3.61907588757017,"grbgbwq"
"128",509,2008-05-08,"DO_Pct",97.021875,1.15967887626701,"grbgbwq"
"129",513,2008-05-08,"Temp",12.7260416666667,0.714586514635525,"grbgbwq"
"130",517,2008-05-09,"pH",7.91875,0.0740510354080322,"grbgbwq"
"131",521,2008-05-09,"Turb",8.875,31.2366596735795,"grbgbwq"
"132",525,2008-05-10,"Sal",16.8875,0.991504124967424,"grbgbwq"
"133",529,2008-05-11,"DO_mgl",9.19791666666667,0.0853797361081197,"grbgbwq"
"134",533,2008-05-11,"SpCond",28.3630208333333,1.42555007654294,"grbgbwq"
"135",537,2008-05-12,"DO_Pct",96.8,0.992318264929355,"grbgbwq"
"136",541,2008-05-12,"Temp",12.5260416666667,0.360106295437741,"grbgbwq"
"137",545,2008-05-13,"pH",7.95833333333333,0.0533680555592335,"grbgbwq"
"138",549,2008-05-13,"Turb",7.29166666666667,3.88683766097854,"grbgbwq"
"139",553,2008-05-14,"Sal",18.2020833333333,0.569628197610009,"grbgbwq"
"140",557,2008-05-15,"DO_mgl",9.12291666666667,0.141796937314149,"grbgbwq"
"141",561,2008-05-15,"SpCond",29.6823958333333,0.937401155829801,"grbgbwq"
"142",565,2008-05-16,"DO_Pct",97.7010416666667,2.85614253860048,"grbgbwq"
"143",569,2008-05-16,"Temp",13.5791666666667,0.385721493083874,"grbgbwq"
"144",573,2008-05-17,"pH",7.96354166666667,0.0579601887493941,"grbgbwq"
"145",577,2008-05-17,"Turb",4.32291666666667,0.603815790760578,"grbgbwq"
"146",581,2008-05-18,"Sal",19.65,0.564671403165229,"grbgbwq"
"147",585,2008-05-19,"DO_mgl",8.89479166666667,0.105462444246393,"grbgbwq"
"148",589,2008-05-19,"SpCond",31.7236458333333,0.957182579899126,"grbgbwq"
"149",593,2008-05-20,"DO_Pct",95.9177083333333,2.86610326426237,"grbgbwq"
"150",597,2008-05-20,"Temp",13.1572916666667,0.354712732118748,"grbgbwq"
"151",601,2008-05-21,"pH",7.99479166666667,0.0222231267227912,"grbgbwq"
"152",605,2008-05-21,"Turb",8.07291666666667,24.3274073929242,"grbgbwq"
"153",609,2008-05-22,"Sal",21.0375,0.53632613026699,"grbgbwq"
"154",613,2008-05-23,"DO_mgl",9.16041666666667,0.159764833146547,"grbgbwq"
"155",617,2008-05-23,"SpCond",33.6826041666667,0.935093433109391,"grbgbwq"
"156",621,2008-05-24,"DO_Pct",99.6552083333333,2.14981061062717,"grbgbwq"
"157",625,2008-05-24,"Temp",13.3989583333333,0.575907440673931,"grbgbwq"
"158",629,2008-05-25,"pH",8.003125,0.0174020962368147,"grbgbwq"
"159",633,2008-05-25,"Turb",74.5729166666667,50.2636506530869,"grbgbwq"
"160",637,2008-05-26,"Sal",21.8739583333333,0.460429155305404,"grbgbwq"
"161",641,2008-05-27,"DO_mgl",9.45208333333333,0.302118142052574,"grbgbwq"
"162",645,2008-05-27,"SpCond",34.9504166666667,0.576530304503838,"grbgbwq"
"163",649,2008-05-28,"DO_Pct",107.993670886076,3.79883613539274,"grbgbwq"
"164",653,2008-05-28,"Temp",15.9012658227848,0.749097825830147,"grbgbwq"
"165",657,2008-05-29,"pH",8.09523809523809,0.0375296591608848,"grbgbwq"
"166",661,2008-05-29,"Turb",139.071428571429,134.770802142475,"grbgbwq"
"167",665,2008-05-30,"Sal",23.8568965517241,1.20955138656259,"grbgbwq"
"168",669,2008-05-31,"Turb",16.09375,102.388329734348,"grbgbwq"
"169",673,2008-07-03,"DO_Pct",97.2670212765957,9.71655824268318,"grbgbwq"
"170",677,2008-07-03,"Temp",21.2989361702128,0.876010264437424,"grbgbwq"
"171",681,2008-07-04,"pH",7.95520833333333,0.0705300826942235,"grbgbwq"
"172",685,2008-07-04,"Turb",4.39583333333333,13.9906552894369,"grbgbwq"
"173",689,2008-07-05,"Sal",25.5072916666667,0.555226394039219,"grbgbwq"
"174",693,2008-07-06,"DO_mgl",8.16666666666667,0.28128807013467,"grbgbwq"
"175",697,2008-07-06,"SpCond",40.2760416666667,0.686255031059446,"grbgbwq"
"176",701,2008-07-07,"DO_Pct",111.696875,4.58333337789661,"grbgbwq"
"177",705,2008-07-07,"Temp",21.246875,0.982292112417506,"grbgbwq"
"178",709,2008-07-08,"pH",8.121875,0.0413465943720563,"grbgbwq"
"179",713,2008-07-08,"Turb",0.958333333333333,0.900570871928048,"grbgbwq"
"180",717,2008-07-09,"Sal",26.3104166666667,0.458668335185614,"grbgbwq"
"181",721,2008-07-10,"DO_mgl",8.47083333333333,0.33043130526344,"grbgbwq"
"182",725,2008-07-10,"SpCond",41.1591666666667,0.604448360466858,"grbgbwq"
"183",729,2008-07-11,"DO_Pct",114.640625,7.07879571299643,"grbgbwq"
"184",733,2008-07-11,"Temp",22.6770833333333,0.986259666526297,"grbgbwq"
"185",737,2008-07-12,"pH",8.159375,0.0715701237158053,"grbgbwq"
"186",741,2008-07-12,"Turb",5.41666666666667,1.6311309877329,"grbgbwq"
"187",745,2008-07-13,"Sal",26.8791666666667,0.398738921686141,"grbgbwq"
"188",749,2008-07-14,"DO_mgl",8.18541666666667,0.415142659534183,"grbgbwq"
"189",753,2008-07-14,"SpCond",42.1033333333333,0.467738020653013,"grbgbwq"
"190",757,2008-07-15,"DO_Pct",112.141666666667,10.8139983718199,"grbgbwq"
"191",761,2008-07-15,"Temp",22.503125,0.917397604832989,"grbgbwq"
"192",765,2008-07-16,"Turb",7.09375,4.95702797482631,"grbgbwq"
"193",769,2008-12-09,"pH",7.13111111111111,0.0465541715251387,"grbgbwq"
"194",773,2008-12-09,"Turb",26.7111111111111,13.2949447368372,"grbgbwq"
"195",777,2009-10-21,"Sal",26.7595744680851,0.425397328208811,"grbgbwq"
"196",781,2009-10-22,"DO_mgl",9.82708333333333,0.182877134864079,"grbgbwq"
"197",785,2009-10-22,"SpCond",42.078125,0.627567808772582,"grbgbwq"
"198",789,2009-10-23,"DO_Pct",102.853125,1.51138197696664,"grbgbwq"
"199",793,2009-10-23,"Temp",9.88645833333333,0.182386818873203,"grbgbwq"
"200",797,2009-10-24,"pH",8.35625,0.0496159132464676,"grbgbwq"
"201",801,2009-10-24,"Turb",1.23958333333333,0.86309075336265,"grbgbwq"
"202",805,2009-10-25,"Sal",26.1520833333333,0.43833952494555,"grbgbwq"
"203",809,2009-10-26,"DO_mgl",9.74479166666667,0.292618772856691,"grbgbwq"
"204",813,2009-10-26,"SpCond",40.0357291666667,0.429613643102931,"grbgbwq"
"205",817,2009-10-27,"DO_Pct",102.807291666667,2.71449650254825,"grbgbwq"
"206",821,2009-10-27,"Temp",10.2791666666667,0.105013786548457,"grbgbwq"
"207",825,2009-10-28,"pH",8.34479166666667,0.0497360884848705,"grbgbwq"
"208",829,2009-10-28,"Turb",0.791666666666667,0.431073518782426,"grbgbwq"
"209",833,2009-10-29,"Sal",23.7479166666667,0.555176541359966,"grbgbwq"
"210",837,2009-10-30,"DO_mgl",9.671875,0.28388269507895,"grbgbwq"
"211",841,2009-10-30,"SpCond",36.3384375,0.771817938792229,"grbgbwq"
"212",845,2009-10-31,"DO_Pct",98.2145833333333,1.65908358483652,"grbgbwq"
"213",849,2009-10-31,"Temp",10.4322916666667,0.388568608970321,"grbgbwq"
"214",853,2009-11-01,"pH",8.19791666666667,0.0142849389626947,"grbgbwq"
"215",857,2009-11-01,"Turb",17.75,128.920655174069,"grbgbwq"
"216",861,2009-11-02,"Sal",21.8145833333333,0.875020894138898,"grbgbwq"
"217",865,2009-11-03,"DO_mgl",9.228125,0.141225505623522,"grbgbwq"
"218",869,2009-11-03,"SpCond",35.3784375,1.22468506175606,"grbgbwq"
"219",873,2009-11-04,"DO_Pct",95.1489583333333,1.46417955646868,"grbgbwq"
"220",877,2009-11-04,"Temp",10.0677083333333,0.36591893603924,"grbgbwq"
"221",881,2009-11-05,"pH",8.18333333333333,0.0372738668288827,"grbgbwq"
"222",885,2009-11-05,"Turb",2.53125,0.957072764963072,"grbgbwq"
"223",889,2009-11-06,"Sal",23.0552083333333,0.908083863445463,"grbgbwq"
"224",893,2009-11-07,"DO_mgl",9.44791666666667,0.137695914914936,"grbgbwq"
"225",897,2009-11-07,"SpCond",37.115625,1.05344594336136,"grbgbwq"
"226",901,2009-11-08,"DO_Pct",96.2791666666667,1.08423874028513,"grbgbwq"
"227",905,2009-11-08,"Temp",8.65416666666667,0.224069890323275,"grbgbwq"
"228",909,2009-11-09,"pH",8.30625,0.0242100866783179,"grbgbwq"
"229",913,2009-11-09,"Turb",1.44791666666667,0.62709542364548,"grbgbwq"
"230",917,2009-11-10,"Sal",23.9979166666667,0.632390312915462,"grbgbwq"
"231",921,2009-11-11,"DO_mgl",9.85208333333333,0.34555684049363,"grbgbwq"
"232",925,2009-11-11,"SpCond",38.413125,0.94657641175387,"grbgbwq"
"233",929,2009-11-12,"DO_Pct",101.109375,4.27016220407428,"grbgbwq"
"234",933,2009-11-12,"Temp",9.05,0.123342148411365,"grbgbwq"
"235",937,2009-11-13,"pH",8.36458333333333,0.0676792737738545,"grbgbwq"
"236",941,2009-11-13,"Turb",2.5,2.54992481740261,"grbgbwq"
"237",945,2009-11-14,"Sal",24.5,0.991793089838361,"grbgbwq"
"238",949,2009-11-15,"DO_mgl",9.66145833333333,0.104469737121173,"grbgbwq"
"239",953,2009-11-15,"SpCond",37.4977083333333,1.40674764407652,"grbgbwq"
"240",957,2009-11-16,"DO_Pct",96.7958333333333,1.06650655479099,"grbgbwq"
"241",961,2009-11-16,"Temp",9.171875,0.0921009172837422,"grbgbwq"
"242",965,2009-11-17,"pH",8.28526315789474,0.166754963287645,"grbgbwq"
"243",969,2009-11-17,"Turb",4.66315789473684,9.03435195020556,"grbgbwq"
"244",973,2009-11-18,"SpCond",31.8907291666667,1.35458245944001,"grbgbwq"
"245",977,2009-11-19,"DO_Pct",95.5479166666667,1.29370223494497,"grbgbwq"
"246",981,2009-11-19,"Turb",2.08333333333333,0.897673585474603,"grbgbwq"
"247",985,2009-11-20,"SpCond",31.4638541666667,1.2495935603202,"grbgbwq"
"248",989,2009-11-21,"DO_Pct",96.5489583333333,0.907524295727275,"grbgbwq"
"249",993,2009-11-21,"Turb",4.1875,9.81688415883991,"grbgbwq"
"250",997,2009-11-22,"SpCond",31.2480208333333,1.01290210915514,"grbgbwq"
"251",1001,2009-11-23,"DO_Pct",96.4864583333333,0.822556606231323,"grbgbwq"
"252",1005,2009-11-23,"Turb",1.22916666666667,0.699505958297803,"grbgbwq"
"253",1009,2009-11-24,"SpCond",30.5246875,1.19953530837586,"grbgbwq"
"254",1013,2009-11-25,"DO_Pct",96.2614583333333,0.561037284968014,"grbgbwq"
"255",1017,2009-11-25,"Turb",1.03125,0.529494761118039,"grbgbwq"
"256",1021,2009-11-26,"SpCond",30.9839583333333,1.19258272449318,"grbgbwq"
"257",1025,2009-11-27,"DO_Pct",94.975,0.303501759694099,"grbgbwq"
"258",1029,2009-11-27,"Turb",1.40625,0.884947755588137,"grbgbwq"
"259",1033,2009-11-28,"SpCond",29.5101041666667,1.87908732762677,"grbgbwq"
"260",1037,2009-11-29,"DO_Pct",94.521875,0.51611920099144,"grbgbwq"
"261",1041,2009-11-29,"Turb",34.1145833333333,16.8314538887371,"grbgbwq"
"262",1045,2009-11-30,"SpCond",29.0408333333333,1.11918905066082,"grbgbwq"
"263",1049,2009-12-01,"DO_Pct",92.5958333333333,0.497347790488932,"grbgbwq"
"264",1053,2009-12-01,"Turb",17.6041666666667,7.12430146287933,"grbgbwq"
"265",1057,2009-12-02,"SpCond",29.53171875,1.43699323829225,"grbgbwq"
"266",1061,2010-04-13,"DO_Pct",94.0651162790698,1.77004443661399,"grbgbwq"
"267",1065,2010-04-13,"Turb",30,8.23611623575812,"grbgbwq"
"268",1069,2010-04-14,"SpCond",22.1796875,1.79047093270448,"grbgbwq"
"269",1073,2010-04-15,"DO_Pct",96.609375,1.80157046436318,"grbgbwq"
"270",1077,2010-04-15,"Turb",25.4791666666667,10.9742700567271,"grbgbwq"
"271",1081,2010-04-16,"SpCond",25.6,1.70750644160649,"grbgbwq"
"272",1085,2010-04-17,"DO_Pct",94.69375,1.46686844274786,"grbgbwq"
"273",1089,2010-04-17,"Turb",10.09375,3.27950127650509,"grbgbwq"
"274",1093,2010-04-18,"SpCond",26.7959375,1.55572447396055,"grbgbwq"
"275",1097,2010-04-19,"DO_Pct",96.1854166666667,0.866284179472826,"grbgbwq"
"276",1101,2010-04-19,"Turb",16.1041666666667,18.1851853448423,"grbgbwq"
"277",1105,2010-04-20,"SpCond",25.8044791666667,1.58976856965689,"grbgbwq"
"278",1109,2010-04-21,"DO_Pct",98.6375,0.887350961614669,"grbgbwq"
"279",1113,2010-04-21,"Turb",8.25,5.09576157832876,"grbgbwq"
"280",1117,2010-04-22,"SpCond",26.4765625,1.20255958704913,"grbgbwq"
"281",1121,2010-04-23,"DO_Pct",99.4125,0.817808939829148,"grbgbwq"
"282",1125,2010-04-23,"Turb",9.59375,10.7212543432325,"grbgbwq"
"283",1129,2010-04-24,"SpCond",27.2115625,1.67730992276644,"grbgbwq"
"284",1133,2010-04-25,"DO_Pct",101.110416666667,2.10512289089242,"grbgbwq"
"285",1137,2010-04-25,"Turb",10.7916666666667,6.61847336867805,"grbgbwq"
"286",1141,2010-04-26,"SpCond",29.4822916666667,1.42776412940107,"grbgbwq"
"287",1145,2010-04-27,"DO_Pct",98.9520833333333,1.28270141236171,"grbgbwq"
"288",1149,2010-04-27,"Turb",8.15625,3.07027216211572,"grbgbwq"
"289",1153,2010-04-28,"SpCond",31.18125,1.22378107405927,"grbgbwq"
"290",1157,2010-04-29,"DO_Pct",94.3729166666667,1.46648953470894,"grbgbwq"
"291",1161,2010-04-29,"Turb",85.8958333333333,100.134508473638,"grbgbwq"
"292",1165,2010-04-30,"SpCond",31.8478125,1.41050306144873,"grbgbwq"
"293",1169,2010-05-01,"DO_Pct",96.2708333333333,1.84035824902376,"grbgbwq"
"294",1173,2010-05-01,"Turb",32.4166666666667,14.4805494653636,"grbgbwq"
"295",1177,2010-05-02,"SpCond",33.2096875,0.998879949102486,"grbgbwq"
"296",1181,2010-05-03,"DO_Pct",99.3458333333333,0.699505958297803,"grbgbwq"
"297",1185,2010-05-03,"Turb",15.9479166666667,5.51294816016746,"grbgbwq"
"298",1189,2010-05-04,"SpCond",33.5689583333333,0.801191530980638,"grbgbwq"
"299",1193,2010-05-05,"DO_Pct",98.6020833333333,1.28245768341803,"grbgbwq"
"300",1197,2010-05-05,"Turb",23.8229166666667,7.81284806019413,"grbgbwq"
"301",1201,2010-05-06,"SpCond",33.9567708333333,0.781123431514536,"grbgbwq"
"302",1205,2010-05-07,"DO_Pct",96.6552083333333,1.60688001689295,"grbgbwq"
"303",1209,2010-05-07,"Turb",50.1041666666667,30.0144254185064,"grbgbwq"
"304",1213,2010-05-08,"SpCond",34.2007291666667,0.918926214686817,"grbgbwq"
"305",1217,2010-05-09,"DO_Pct",93.5572916666667,1.44532355027664,"grbgbwq"
"306",1221,2010-05-09,"Turb",93.4895833333333,88.7949640578089,"grbgbwq"
"307",1225,2010-05-10,"Sal",21.1010526315789,0.820339625728048,"grbgbwq"
"308",1229,2010-05-11,"DO_mgl",9.33125,0.163525152240181,"grbgbwq"
"309",1233,2010-05-11,"SpCond",33.7273958333333,1.08979720623692,"grbgbwq"
"310",1237,2010-05-12,"DO_Pct",100.466666666667,2.17696614379503,"grbgbwq"
"311",1241,2010-05-12,"Temp",12.1802083333333,0.467029754395034,"grbgbwq"
"312",1245,2010-05-13,"pH",7.62916666666667,0.0454603668948156,"grbgbwq"
"313",1249,2010-05-13,"Turb",4.84375,2.942020872141,"grbgbwq"
"314",1253,2010-05-14,"Sal",22.0604166666667,0.687419316284274,"grbgbwq"
"315",1257,2010-05-15,"DO_mgl",9.421875,0.196460042643751,"grbgbwq"
"316",1261,2010-05-15,"SpCond",35.5328125,0.999283836684327,"grbgbwq"
"317",1265,2010-05-16,"DO_Pct",102.792708333333,1.58831583919457,"grbgbwq"
"318",1269,2010-05-16,"Temp",13.4583333333333,1.02228294117108,"grbgbwq"
"319",1273,2010-05-17,"pH",7.803125,0.0567490032073488,"grbgbwq"
"320",1277,2010-05-17,"Turb",3.91666666666667,2.57702361053279,"grbgbwq"
"321",1281,2010-05-18,"Sal",23.5229166666667,0.512731642392592,"grbgbwq"
"322",1285,2010-05-19,"DO_mgl",9.33854166666667,0.211364414885134,"grbgbwq"
"323",1289,2010-05-19,"SpCond",36.806875,1.21459682920124,"grbgbwq"
"324",1293,2010-05-20,"DO_Pct",102.210416666667,1.74554432693256,"grbgbwq"
"325",1297,2010-05-20,"Temp",13.5645833333333,0.779145861243175,"grbgbwq"
"326",1301,2010-05-21,"pH",7.665625,0.0517048961690684,"grbgbwq"
"327",1305,2010-05-21,"Turb",11.3229166666667,15.4840246732018,"grbgbwq"
"328",1309,2010-05-22,"Sal",21.3739583333333,0.661268987829178,"grbgbwq"
"329",1313,2010-05-23,"DO_mgl",9.38541666666667,0.263030126597887,"grbgbwq"
"330",1317,2010-05-23,"SpCond",33.8216666666667,1.03378617752841,"grbgbwq"
"331",1321,2010-05-24,"DO_Pct",110.554166666667,5.86452355199581,"grbgbwq"
"332",1325,2010-05-24,"Temp",16.96875,1.08686842336904,"grbgbwq"
